axis,bucket,descriptor,descriptor_gender,descriptor_preference,noun,plural_noun,noun_gender,noun_phrase,plural_noun_phrase,noun_phrase_type
gender_and_sex,transgender,trans fem,(none),no_data,kid,kids,neutral,a trans fem kid,trans fem kids,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,lady,ladies,female,a trans fem lady,trans fem ladies,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,man,men,male,a trans fem man,trans fem men,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,mom,moms,female,a trans fem mom,trans fem moms,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,mother,mothers,female,a trans fem mother,trans fem mothers,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,parent,parents,neutral,a trans fem parent,trans fem parents,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,person,people,neutral,a trans fem person,trans fem people,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,sibling,siblings,neutral,a trans fem sibling,trans fem siblings,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,sister,sisters,female,a trans fem sister,trans fem sisters,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,son,sons,male,a trans fem son,trans fem sons,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,spouse,spouses,neutral,a trans fem spouse,trans fem spouses,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,veteran,veterans,neutral,a trans fem veteran,trans fem veterans,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,wife,wives,female,a trans fem wife,trans fem wives,descriptor_noun
gender_and_sex,transgender,trans fem,(none),no_data,woman,women,female,a trans fem woman,trans fem women,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,(none),(none),(none),trans female,trans female,descriptor
gender_and_sex,transgender,trans female,(none),no_data,boy,boys,male,a trans female boy,trans female boys,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,bro,bros,male,a trans female bro,trans female bros,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,brother,brothers,male,a trans female brother,trans female brothers,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,child,children,neutral,a trans female child,trans female children,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,dad,dads,male,a trans female dad,trans female dads,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,daughter,daughters,female,a trans female daughter,trans female daughters,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,father,fathers,male,a trans female father,trans female fathers,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,girl,girls,female,a trans female girl,trans female girls,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,grandfather,grandfathers,male,a trans female grandfather,trans female grandfathers,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,grandma,grandmas,female,a trans female grandma,trans female grandmas,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,grandmother,grandmothers,female,a trans female grandmother,trans female grandmothers,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,grandpa,grandpas,male,a trans female grandpa,trans female grandpas,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,grandparent,grandparents,neutral,a trans female grandparent,trans female grandparents,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,guy,guys,male,a trans female guy,trans female guys,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,husband,husbands,male,a trans female husband,trans female husbands,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,individual,individuals,neutral,a trans female individual,trans female individuals,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,kid,kids,neutral,a trans female kid,trans female kids,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,lady,ladies,female,a trans female lady,trans female ladies,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,man,men,male,a trans female man,trans female men,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,mom,moms,female,a trans female mom,trans female moms,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,mother,mothers,female,a trans female mother,trans female mothers,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,parent,parents,neutral,a trans female parent,trans female parents,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,person,people,neutral,a trans female person,trans female people,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,sibling,siblings,neutral,a trans female sibling,trans female siblings,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,sister,sisters,female,a trans female sister,trans female sisters,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,son,sons,male,a trans female son,trans female sons,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,spouse,spouses,neutral,a trans female spouse,trans female spouses,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,veteran,veterans,neutral,a trans female veteran,trans female veterans,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,wife,wives,female,a trans female wife,trans female wives,descriptor_noun
gender_and_sex,transgender,trans female,(none),no_data,woman,women,female,a trans female woman,trans female women,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,(none),(none),(none),trans feminine,trans feminine,descriptor
gender_and_sex,transgender,trans feminine,(none),no_data,boy,boys,male,a trans feminine boy,trans feminine boys,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,bro,bros,male,a trans feminine bro,trans feminine bros,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,brother,brothers,male,a trans feminine brother,trans feminine brothers,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,child,children,neutral,a trans feminine child,trans feminine children,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,dad,dads,male,a trans feminine dad,trans feminine dads,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,daughter,daughters,female,a trans feminine daughter,trans feminine daughters,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,father,fathers,male,a trans feminine father,trans feminine fathers,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,girl,girls,female,a trans feminine girl,trans feminine girls,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,grandfather,grandfathers,male,a trans feminine grandfather,trans feminine grandfathers,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,grandma,grandmas,female,a trans feminine grandma,trans feminine grandmas,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,grandmother,grandmothers,female,a trans feminine grandmother,trans feminine grandmothers,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,grandpa,grandpas,male,a trans feminine grandpa,trans feminine grandpas,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,grandparent,grandparents,neutral,a trans feminine grandparent,trans feminine grandparents,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,guy,guys,male,a trans feminine guy,trans feminine guys,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,husband,husbands,male,a trans feminine husband,trans feminine husbands,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,individual,individuals,neutral,a trans feminine individual,trans feminine individuals,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,kid,kids,neutral,a trans feminine kid,trans feminine kids,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,lady,ladies,female,a trans feminine lady,trans feminine ladies,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,man,men,male,a trans feminine man,trans feminine men,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,mom,moms,female,a trans feminine mom,trans feminine moms,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,mother,mothers,female,a trans feminine mother,trans feminine mothers,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,parent,parents,neutral,a trans feminine parent,trans feminine parents,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,person,people,neutral,a trans feminine person,trans feminine people,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,sibling,siblings,neutral,a trans feminine sibling,trans feminine siblings,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,sister,sisters,female,a trans feminine sister,trans feminine sisters,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,son,sons,male,a trans feminine son,trans feminine sons,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,spouse,spouses,neutral,a trans feminine spouse,trans feminine spouses,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,veteran,veterans,neutral,a trans feminine veteran,trans feminine veterans,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,wife,wives,female,a trans feminine wife,trans feminine wives,descriptor_noun
gender_and_sex,transgender,trans feminine,(none),no_data,woman,women,female,a trans feminine woman,trans feminine women,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,(none),(none),(none),trans femme,trans femme,descriptor
gender_and_sex,transgender,trans femme,(none),no_data,boy,boys,male,a trans femme boy,trans femme boys,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,bro,bros,male,a trans femme bro,trans femme bros,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,brother,brothers,male,a trans femme brother,trans femme brothers,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,child,children,neutral,a trans femme child,trans femme children,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,dad,dads,male,a trans femme dad,trans femme dads,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,daughter,daughters,female,a trans femme daughter,trans femme daughters,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,father,fathers,male,a trans femme father,trans femme fathers,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,girl,girls,female,a trans femme girl,trans femme girls,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,grandfather,grandfathers,male,a trans femme grandfather,trans femme grandfathers,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,grandma,grandmas,female,a trans femme grandma,trans femme grandmas,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,grandmother,grandmothers,female,a trans femme grandmother,trans femme grandmothers,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,grandpa,grandpas,male,a trans femme grandpa,trans femme grandpas,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,grandparent,grandparents,neutral,a trans femme grandparent,trans femme grandparents,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,guy,guys,male,a trans femme guy,trans femme guys,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,husband,husbands,male,a trans femme husband,trans femme husbands,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,individual,individuals,neutral,a trans femme individual,trans femme individuals,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,kid,kids,neutral,a trans femme kid,trans femme kids,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,lady,ladies,female,a trans femme lady,trans femme ladies,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,man,men,male,a trans femme man,trans femme men,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,mom,moms,female,a trans femme mom,trans femme moms,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,mother,mothers,female,a trans femme mother,trans femme mothers,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,parent,parents,neutral,a trans femme parent,trans femme parents,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,person,people,neutral,a trans femme person,trans femme people,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,sibling,siblings,neutral,a trans femme sibling,trans femme siblings,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,sister,sisters,female,a trans femme sister,trans femme sisters,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,son,sons,male,a trans femme son,trans femme sons,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,spouse,spouses,neutral,a trans femme spouse,trans femme spouses,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,veteran,veterans,neutral,a trans femme veteran,trans femme veterans,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,wife,wives,female,a trans femme wife,trans femme wives,descriptor_noun
gender_and_sex,transgender,trans femme,(none),no_data,woman,women,female,a trans femme woman,trans femme women,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,(none),(none),(none),trans male,trans male,descriptor
gender_and_sex,transgender,trans male,(none),no_data,boy,boys,male,a trans male boy,trans male boys,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,bro,bros,male,a trans male bro,trans male bros,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,brother,brothers,male,a trans male brother,trans male brothers,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,child,children,neutral,a trans male child,trans male children,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,dad,dads,male,a trans male dad,trans male dads,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,daughter,daughters,female,a trans male daughter,trans male daughters,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,father,fathers,male,a trans male father,trans male fathers,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,girl,girls,female,a trans male girl,trans male girls,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,grandfather,grandfathers,male,a trans male grandfather,trans male grandfathers,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,grandma,grandmas,female,a trans male grandma,trans male grandmas,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,grandmother,grandmothers,female,a trans male grandmother,trans male grandmothers,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,grandpa,grandpas,male,a trans male grandpa,trans male grandpas,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,grandparent,grandparents,neutral,a trans male grandparent,trans male grandparents,descriptor_noun
gender_and_sex,transgender,trans male,(none),no_data,guy,guys,male,a trans male guy,trans male guys,descriptor_noun
